gene_symbol	gene_symbol_long	_identifier
NAC037	NAC domain-containing protein gene 37	glyma.Wm82.gnm2.ann1.Glyma.06G152900
NAC038, NAC019	NAC domain-containing protein gene 38	glyma.Wm82.gnm2.ann1.Glyma.04G212000
NAC040	NAC domain-containing protein gene 40	glyma.Wm82.gnm2.ann1.Glyma.06G166500
NAC041, NAC5	NAC domain-containing protein gene 41	glyma.Wm82.gnm2.ann1.Glyma.06G195500
NAC042	NAC domain-containing protein gene 42	glyma.Wm82.gnm2.ann1.Glyma.06G236000
NAC043, NAC3	NAC domain-containing protein gene 43	glyma.Wm82.gnm2.ann1.Glyma.06G248900
NAC044, SNAC41	NAC domain-containing protein gene 44	glyma.Wm82.gnm2.ann1.Glyma.06G249100
NAC045	NAC domain-containing protein gene 45	glyma.Wm82.gnm2.ann1.Glyma.06G318900
NAC046	NAC domain-containing protein gene 46	glyma.Wm82.gnm2.ann1.Glyma.07G048000
NAC047	NAC domain-containing protein gene 47	glyma.Wm82.gnm2.ann1.Glyma.07G048100
NAC048, NST1A	NAC domain-containing protein gene 48	glyma.Wm82.gnm2.ann1.Glyma.07G050600
NAC049	NAC domain-containing protein gene 49	glyma.Wm82.gnm2.ann1.Glyma.07G092000
NAC050	NAC domain-containing protein gene 50	glyma.Wm82.gnm2.ann1.Glyma.07G126500
NAC051	NAC domain-containing protein gene 51	glyma.Wm82.gnm2.ann1.Glyma.07G201800
NAC052, NAC51	NAC domain-containing protein gene 52	glyma.Wm82.gnm2.ann1.Glyma.07G229100
NAC053	NAC domain-containing protein gene 53	glyma.Wm82.gnm2.ann1.Glyma.07G271100
NAC054	NAC domain-containing protein gene 54	glyma.Wm82.gnm2.ann1.Glyma.08G009700
NAC055	NAC domain-containing protein gene 55	glyma.Wm82.gnm2.ann1.Glyma.08G031900
NAC056	NAC domain-containing protein gene 56	glyma.Wm82.gnm2.ann1.Glyma.08G041500
NAC057	NAC domain-containing protein gene 57	glyma.Wm82.gnm2.ann1.Glyma.08G075300
NAC058	NAC domain-containing protein gene 58	glyma.Wm82.gnm2.ann1.Glyma.08G156500
NAC059	NAC domain-containing protein gene 59	glyma.Wm82.gnm2.ann1.Glyma.08G161300
NAC060	NAC domain-containing protein gene 60	glyma.Wm82.gnm2.ann1.Glyma.08G169400
NAC061, NAC34	NAC domain-containing protein gene 61	glyma.Wm82.gnm2.ann1.Glyma.08G173400
NAC062	NAC domain-containing protein gene 62	glyma.Wm82.gnm2.ann1.Glyma.08G181100
NAC063	NAC domain-containing protein gene 63	glyma.Wm82.gnm2.ann1.Glyma.08G301100
NAC064	NAC domain-containing protein gene 64	glyma.Wm82.gnm2.ann1.Glyma.08G307100
NAC065, NAC15	NAC domain-containing protein gene 65	glyma.Wm82.gnm2.ann1.Glyma.08G360200
NAC066	NAC domain-containing protein gene 66	glyma.Wm82.gnm2.ann1.Glyma.09G167400
NAC067	NAC domain-containing protein gene 67	glyma.Wm82.gnm2.ann1.Glyma.09G184100
NAC068	NAC domain-containing protein gene 68	glyma.Wm82.gnm2.ann1.Glyma.09G231700
NAC069	NAC domain-containing protein gene 69	glyma.Wm82.gnm2.ann1.Glyma.09G233600
NAC070, NLP2	NAC domain-containing protein gene 70	glyma.Wm82.gnm2.ann1.Glyma.09G235700
NAC071	NAC domain-containing protein gene 71	glyma.Wm82.gnm1.ann1.Glyma10g04350
NAC072	NAC domain-containing protein gene 72	glyma.Wm82.gnm2.ann1.Glyma.10G197500
NAC073	NAC domain-containing protein gene 73	glyma.Wm82.gnm2.ann1.Glyma.10G216400
NAC074, SNAC38	NAC domain-containing protein gene 74	glyma.Wm82.gnm2.ann1.Glyma.10G219600
NAC075	NAC domain-containing protein gene 75	glyma.Wm82.gnm2.ann1.Glyma.11G030600
NAC076	NAC domain-containing protein gene 76	glyma.Wm82.gnm2.ann1.Glyma.11G075400
NAC077	NAC domain-containing protein gene 77	glyma.Wm82.gnm2.ann1.Glyma.11G096600
NAC078, NAC90	NAC domain-containing protein gene 78	glyma.Wm82.gnm2.ann1.Glyma.11G182000
NAC079	NAC domain-containing protein gene 79	glyma.Wm82.gnm2.ann1.Glyma.11G212400
NAC080	NAC domain-containing protein gene 80	glyma.Wm82.gnm2.ann1.Glyma.12G004900
NAC081, NAC6	NAC domain-containing protein gene 81	glyma.Wm82.gnm2.ann1.Glyma.12G022700
NAC082	NAC domain-containing protein gene 82	glyma.Wm82.gnm2.ann1.Glyma.12G091200
NAC083	NAC domain-containing protein gene 83	glyma.Wm82.gnm2.ann1.Glyma.12G118700
NAC084	NAC domain-containing protein gene 84	glyma.Wm82.gnm2.ann1.Glyma.12G148900
NAC085	NAC domain-containing protein gene 85	glyma.Wm82.gnm2.ann1.Glyma.12G149100
NAC086	NAC domain-containing protein gene 86	glyma.Wm82.gnm2.ann1.Glyma.12G161700
NAC087	NAC domain-containing protein gene 87	glyma.Wm82.gnm2.ann1.Glyma.12G171600
NAC088	NAC domain-containing protein gene 88	glyma.Wm82.gnm2.ann1.Glyma.12G186200
NAC090	NAC domain-containing protein gene 90	glyma.Wm82.gnm2.ann1.Glyma.12G206900
NAC091, NAC113	NAC domain-containing protein gene 91	glyma.Wm82.gnm2.ann1.Glyma.15G070300
NAC092, NAC4	NAC domain-containing protein gene 92	glyma.Wm82.gnm2.ann1.Glyma.12G221500
NAC093, NLP4	NAC domain-containing protein gene 93	glyma.Wm82.gnm2.ann1.Glyma.12G226500
NAC094	NAC domain-containing protein gene 94	glyma.Wm82.gnm2.ann1.Glyma.13G063300
NAC095	NAC domain-containing protein gene 95	glyma.Wm82.gnm2.ann1.Glyma.13G062000
NAC097	NAC domain-containing protein gene 97	glyma.Wm82.gnm2.ann1.Glyma.13G174700
NAC098	NAC domain-containing protein gene 98	glyma.Wm82.gnm2.ann1.Glyma.13G234700
NAC099	NAC domain-containing protein gene 99	glyma.Wm82.gnm2.ann1.Glyma.13G243200
NAC100	NAC domain-containing protein gene 100	glyma.Wm82.gnm2.ann1.Glyma.13G274300
NAC101, NAC27	NAC domain-containing protein gene 101	glyma.Wm82.gnm2.ann1.Glyma.13G279900
NAC102	NAC domain-containing protein gene 102	glyma.Wm82.gnm2.ann1.Glyma.13G280000
NAC103	NAC domain-containing protein gene 103	glyma.Wm82.gnm2.ann1.Glyma.13G314600
NAC104	NAC domain-containing protein gene 104	glyma.Wm82.gnm2.ann1.Glyma.13G315300
NAC105	NAC domain-containing protein gene 105	glyma.Wm82.gnm2.ann1.Glyma.13G327600
NAC106, NAC42-2	NAC domain-containing protein gene 106	glyma.Wm82.gnm2.ann1.Glyma.14G030700
NAC107	NAC domain-containing protein gene 107	glyma.Wm82.gnm2.ann1.Glyma.14G084300
NAC109, NAC21	NAC domain-containing protein gene 109	glyma.Wm82.gnm2.ann1.Glyma.14G152700
NAC11, NAC181	NAC domain-containing protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.19G108800
NAC110	NAC domain-containing protein gene 110	glyma.Wm82.gnm2.ann1.Glyma.14G189300
NAC111	NAC domain-containing protein gene 111	glyma.Wm82.gnm2.ann1.Glyma.14G210000
NAC112	NAC domain-containing protein gene 112	glyma.Wm82.gnm2.ann1.Glyma.15G051200
NAC114	NAC domain-containing protein gene 114	glyma.Wm82.gnm2.ann1.Glyma.15G078300
NAC115, NAC35	NAC domain-containing protein gene 115	glyma.Wm82.gnm2.ann1.Glyma.15G254000
NAC116	NAC domain-containing protein gene 116	glyma.Wm82.gnm2.ann1.Glyma.15G257700
NAC117	NAC domain-containing protein gene 117	glyma.Wm82.gnm2.ann1.Glyma.15G264100
NAC118	NAC domain-containing protein gene 118	glyma.Wm82.gnm2.ann1.Glyma.15G266500
NAC12, NAC124	NAC domain-containing protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.16G043200
NAC120	NAC domain-containing protein gene 120	glyma.Wm82.gnm2.ann1.Glyma.16G016600
NAC121	NAC domain-containing protein gene 121	glyma.Wm82.gnm2.ann1.Glyma.16G016700
NAC122, SHAT1-5	NAC domain-containing protein gene 122	glyma.Wm82.gnm2.ann1.Glyma.16G019400
NAC123	NAC domain-containing protein gene 123	glyma.Wm82.gnm2.ann1.Glyma.16G042900
NAC125	NAC domain-containing protein gene 125	glyma.Wm82.gnm2.ann1.Glyma.16G051800
NAC126	NAC domain-containing protein gene 126	glyma.Wm82.gnm2.ann1.Glyma.16G130200
NAC127	NAC domain-containing protein gene 127	glyma.Wm82.gnm2.ann1.Glyma.16G151500
NAC128, NAC23	NAC domain-containing protein gene 128	glyma.Wm82.gnm2.ann1.Glyma.16G152100
NAC129	NAC domain-containing protein gene 129	glyma.Wm82.gnm2.ann1.Glyma.16G217400
NAC130	NAC domain-containing protein gene 130	glyma.Wm82.gnm2.ann1.Glyma.17G002800
NAC131	NAC domain-containing protein gene 131	glyma.Wm82.gnm2.ann1.Glyma.17G101500
NAC132	NAC domain-containing protein gene 132	glyma.Wm82.gnm2.ann1.Glyma.17G138100
NAC133	NAC domain-containing protein gene 133	glyma.Wm82.gnm2.ann1.Glyma.17G154100
NAC134	NAC domain-containing protein gene 134	glyma.Wm82.gnm2.ann1.Glyma.17G185000
NAC135	NAC domain-containing protein gene 135	glyma.Wm82.gnm2.ann1.Glyma.17G240700
NAC136	NAC domain-containing protein gene 136	glyma.Wm82.gnm2.ann1.Glyma.18G043900
NAC137	NAC domain-containing protein gene 137	glyma.Wm82.gnm2.ann1.Glyma.18G110700
NAC138	NAC domain-containing protein gene 138	glyma.Wm82.gnm2.ann1.Glyma.18G119300
NAC139, NLP1	NAC domain-containing protein gene 139	glyma.Wm82.gnm2.ann1.Glyma.18G261300
NAC14, NAC179	NAC domain-containing protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.18G301500
NAC140	NAC domain-containing protein gene 140	glyma.Wm82.gnm2.ann1.Glyma.19G021900
NAC141	NAC domain-containing protein gene 141	glyma.Wm82.gnm2.ann1.Glyma.19G024500
NAC142	NAC domain-containing protein gene 142	glyma.Wm82.gnm2.ann1.Glyma.19G056400
NAC143	NAC domain-containing protein gene 143	glyma.Wm82.gnm2.ann1.Glyma.19G097700
NAC144	NAC domain-containing protein gene 144	glyma.Wm82.gnm2.ann1.Glyma.19G109100
NAC145	NAC domain-containing protein gene 145	glyma.Wm82.gnm2.ann1.Glyma.19G180300
NAC146	NAC domain-containing protein gene 146	glyma.Wm82.gnm2.ann1.Glyma.19G259500
NAC147	NAC domain-containing protein gene 147	glyma.Wm82.gnm2.ann1.Glyma.19G259700
NAC148	NAC domain-containing protein gene 148	glyma.Wm82.gnm2.ann1.Glyma.20G033300
NAC149	NAC domain-containing protein gene 149	glyma.Wm82.gnm2.ann1.Glyma.20G172100
NAC150	NAC domain-containing protein gene 150	glyma.Wm82.gnm2.ann1.Glyma.20G185800
NAC151	NAC domain-containing protein gene 151	glyma.Wm82.gnm2.ann1.Glyma.20G192300
NAC152	NAC domain-containing protein gene 152	glyma.Wm82.gnm2.ann1.Glyma.20G192500
NAC153	NAC domain-containing protein gene 153	glyma.Wm82.gnm2.ann1.Glyma.02G050100
NAC154, NAC42-1	NAC domain-containing protein gene 154	glyma.Wm82.gnm2.ann1.Glyma.02G284300
NAC155	NAC domain-containing protein gene 155	glyma.Wm82.gnm2.ann1.Glyma.03G164200
NAC156	NAC domain-containing protein gene 156	glyma.Wm82.gnm2.ann1.Glyma.03G179600
NAC157	NAC domain-containing protein gene 157	glyma.Wm82.gnm2.ann1.Glyma.04G014900
NAC160	NAC domain-containing protein gene 160	glyma.Wm82.gnm2.ann1.Glyma.05G086000
NAC161	NAC domain-containing protein gene 161	glyma.Wm82.gnm2.ann1.Glyma.05G108700
NAC162	NAC domain-containing protein gene 162	glyma.Wm82.gnm2.ann1.Glyma.06G014900
NAC163	NAC domain-containing protein gene 163	glyma.Wm82.gnm2.ann1.Glyma.06G288500
NAC164	NAC domain-containing protein gene 164	glyma.Wm82.gnm2.ann1.Glyma.07G047900
NAC165	NAC domain-containing protein gene 165	glyma.Wm82.gnm2.ann1.Glyma.07G192900
NAC166	NAC domain-containing protein gene 166	glyma.Wm82.gnm2.ann1.Glyma.08G163100
NAC167	NAC domain-containing protein gene 167	glyma.Wm82.gnm2.ann1.Glyma.10G077000
NAC168	NAC domain-containing protein gene 168	glyma.Wm82.gnm2.ann1.Glyma.10G077400
NAC169	NAC domain-containing protein gene 169	glyma.Wm82.gnm2.ann1.Glyma.10G197600
NAC170	NAC domain-containing protein gene 170	glyma.Wm82.gnm2.ann1.Glyma.10G204700
NAC171	NAC domain-containing protein gene 171	glyma.Wm82.gnm2.ann1.Glyma.12G003200
NAC172	NAC domain-containing protein gene 172	glyma.Wm82.gnm2.ann1.Glyma.12G145100
NAC173	NAC domain-containing protein gene 173	glyma.Wm82.gnm2.ann1.Glyma.12G160100
NAC174	NAC domain-containing protein gene 174	glyma.Wm82.gnm2.ann1.Glyma.12G186900
NAC175	NAC domain-containing protein gene 175	glyma.Wm82.gnm2.ann1.Glyma.13G294000
NAC176	NAC domain-containing protein gene 176	glyma.Wm82.gnm2.ann1.Glyma.14G140100
NAC177	NAC domain-containing protein gene 177	glyma.Wm82.gnm2.ann1.Glyma.16G016400
NAC178	NAC domain-containing protein gene 178	glyma.Wm82.gnm2.ann1.Glyma.16G069300
NAC180	NAC domain containing protein gene 180	glyma.Wm82.gnm2.ann1.Glyma.19G002900
NAC182	NAC domain-containing protein gene 182	glyma.Wm82.gnm2.ann1.Glyma.19G165600
NAC183	NAC domain-containing protein gene 183	glyma.Wm82.gnm2.ann1.Glyma.19G195800
NARK	nodule autoregulation receptor kinase gene	glyma.Wm82.gnm2.ann1.Glyma.12G040000
NCED2	9-cis-epoxycarotenoid dioxygenase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G096200
NCED3	NINE-CIS-EPOXYCAROTENOID DIOXYGENASE3	glyma.Wm82.gnm2.ann1.Glyma.15G250100
NCED6	9-cis-epoxy Carotenoid Dioxygenase gene 6	glyma.Wm82.gnm4.ann1.Glyma.09G171200
NDH	NAD(P)H dehydrogenase gene	glyma.Wm82.gnm2.ann1.Glyma.10G000900
NDR1A	NDR1-like protein gene	glyma.Wm82.gnm2.ann1.Glyma.13G287500
NDR1b	CC-NB-LRR resistance (R) protein gene	glyma.Wm82.gnm2.ann1.Glyma.12G214100
NES	nerol synthase gene	glyma.Wm82.gnm2.ann1.Glyma.13G250400
NF-YA	nuclear factor Y subunit A gene	glyma.Wm82.gnm2.ann1.Glyma.08G124200
NF-YA01	nuclear transcription factor Y subunit A-1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G195000
NF-YA03	nuclear transcription factor Y subunit A-3 gene	glyma.Wm82.gnm2.ann1.Glyma.03G203000
NF-YA05	nuclear transcription factor Y subunit A-5 gene	glyma.Wm82.gnm2.ann1.Glyma.07G036200
NF-YA07	nuclear transcription factor Y subunit A-7 gene	glyma.Wm82.gnm2.ann1.Glyma.08G335900
NF-YA08	nuclear transcription factor Y subunit A-8 gene	glyma.Wm82.gnm2.ann1.Glyma.09G023800
NF-YA09	nuclear transcription factor Y subunit A-9 gene	glyma.Wm82.gnm2.ann1.Glyma.09G068400
NF-YA10	nuclear transcription factor Y subunit A-10 gene	glyma.Wm82.gnm2.ann1.Glyma.10G082800
NF-YA11	nuclear transcription factor Y subunit A-11 gene	glyma.Wm82.gnm2.ann1.Glyma.12G236800
NF-YA12	nuclear transcription factor Y subunit A-12 gene	glyma.Wm82.gnm2.ann1.Glyma.13G107900
NF-YA13	nuclear transcription factor Y subunit A-13 gene	glyma.Wm82.gnm2.ann1.Glyma.13G202300
NF-YA14	nuclear transcription factor Y subunit A-14 gene	glyma.Wm82.gnm2.ann1.Glyma.14G010000
NF-YA15	nuclear transcription factor Y subunit A-15 gene	glyma.Wm82.gnm2.ann1.Glyma.15G027400
NF-YA16	nuclear transcription factor Y subunit A-16 gene	glyma.Wm82.gnm2.ann1.Glyma.15G129900
NF-YA18	nuclear transcription factor Y subunit A-18 gene	glyma.Wm82.gnm2.ann1.Glyma.16G005500
NF-YA19	nuclear transcription factor Y subunit A-19 gene	glyma.Wm82.gnm2.ann1.Glyma.17G051400
NF-YA1B	putative CCAAT-binding transcription factor GmNF-YA1b gene	glyma.Wm82.gnm2.ann1.Glyma.19G200800
NF-YA20	nuclear transcription factor Y subunit A-20 gene	glyma.Wm82.gnm2.ann1.Glyma.18G071000
NF-YB3a	Nuclear Transcripiton Factor Y Subunit Beta 3 gene a	glyma.Wm82.gnm2.ann1.Glyma.09G014100
NF-YB3b	Nuclear Transcripiton Factor Y Subunit Beta 3 gene b	glyma.Wm82.gnm2.ann1.Glyma.15G118800
NF-YC02	nuclear factor Y transcription factor family protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.03G239400
NF-YC03, NF-YC4-2	nuclear factor Y transcription factor family protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.04G196200
NF-YC04, NF-YC4-1	nuclear factor Y transcription factor family protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.06G169600
NF-YC05	nuclear factor Y transcription factor family protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.08G148200
NF-YC06	nuclear factor Y transcription factor family protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.08G165700
NF-YC07	nuclear factor Y transcription factor family protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.10G155900
NF-YC08	nuclear factor Y transcription factor family protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.12G217200
NF-YC09	nuclear factor Y transcription factor family protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.13G207500
NF-YC10	nuclear factor Y transcription factor family protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.13G207600
NF-YC11	nuclear factor Y transcription factor family protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.13G207700
NF-YC12	nuclear factor Y transcription factor family protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.13G284000
NF-YC13	nuclear factor Y transcription factor family protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.15G261300
NF-YC14	nuclear factor Y transcription factor family protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.19G236400
NF-YC15	nuclear factor Y transcription factor family protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.20G232400
NFR1B	LysM-type receptor kinase NFR1B gene	glyma.Wm82.gnm2.ann1.Glyma.14G046200
NFR5A	Nod factor receptor protein 5A gene	glyma.Wm82.gnm2.ann1.Glyma.11G063100
NFR5B	Nod-factor receptor 5B gene	glyma.Wm82.gnm2.ann1.Glyma.01G179100
NFYA, NF-YA02	Nuclear Factor Y subunit A gene	glyma.Wm82.gnm2.ann1.Glyma.02G303800
NGM-16	nodulin-16 gene	glyma.Wm82.gnm2.ann1.Glyma.02G265200
NHX1, NHX2a	sodium/hydrogen exchanger 1 gene	glyma.Wm82.gnm2.ann1.Glyma.20G229900
NHX2b	Intracellular Na+/H+ Exchanger Protein 2 gene B	glyma.Wm82.gnm2.ann1.Glyma.10G158700
NHX2c	Intracellular Na+/H+ Exchanger Protein 2 gene C	glyma.Wm82.gnm2.ann1.Glyma.17G022500
NHX2d	Intracellular Na+/H+ Exchanger Protein 2 gene D	glyma.Wm82.gnm2.ann1.Glyma.03G243000
NHX2e	Intracellular Na+/H+ Exchanger Protein 2 gene E	glyma.Wm82.gnm2.ann1.Glyma.19G240500
NHX2f	Intracellular Na+/H+ Exchanger Protein 2 gene F	glyma.Wm82.gnm2.ann1.Glyma.07G251900
NHX3	Intracellular Na+/H+ Exchanger Protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.08G324200
NHX5a	Intracellular Na+/H+ Exchanger Protein 5 gene A	glyma.Wm82.gnm2.ann1.Glyma.15G124100
NHX5b	Intracellular Na+/H+ Exchanger Protein 5 gene B	glyma.Wm82.gnm2.ann1.Glyma.09G018200
NHX5c	Intracellular Na+/H+ Exchanger Protein 5 gene C	glyma.Wm82.gnm2.ann1.Glyma.07G270400
NHX7, SOS1	Intracellular Na+/H+ Exchanger Protein 7 gene	glyma.Wm82.gnm2.ann1.Glyma.08G092000
NIC1	CLAVATA3/ESR (CLE)-related protein NIC1 gene	glyma.Wm82.gnm2.ann1.Glyma.12G208900
NINA	protein NODULE INCEPTION 1a gene	glyma.Wm82.gnm2.ann1.Glyma.04G000600
NIP1-1	aquaporin NIP1-1 gene	glyma.Wm82.gnm2.ann1.Glyma.05G162600
NIP1-2	aquaporin NIP1-2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G120200
NIP1-4	aquaporin NIP1-4 gene	glyma.Wm82.gnm2.ann1.Glyma.15G087300
NIP1-6	aquaporin NIP1-6 gene	glyma.Wm82.gnm2.ann1.Glyma.05G162500
NIP1-8	aquaporin NIP1-8 gene	glyma.Wm82.gnm2.ann1.Glyma.13G224900
NIP2-1	putative Si transporter NIP2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.09G238200
NIP2-2	putative Si transporter NIP2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G259500
NIP3-1	aquaporin NIP3 gene 1	glyma.Wm82.gnm2.ann1.Glyma.14G174300
NIP30	NEFA interacting protein gene 30	glyma.Wm82.gnm2.ann1.Glyma.19G221200
NIP4-1	aquaporin NIP4 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G246700
NIP4-2	aquaporin NIP4 gene 2	glyma.Wm82.gnm2.ann1.Glyma.14G069500
NIP5-2	aquaporin NIP5 gene 2	glyma.Wm82.gnm2.ann1.Glyma.10G221100
NIP6-2	aquaporin NIP6 gene 2	glyma.Wm82.gnm2.ann1.Glyma.08G217400
NIP6-3	aquaporin NIP6 gene 3	glyma.Wm82.gnm2.ann1.Glyma.15G003900
NIP7-1	aquaporin NIP7 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G140500
NIP7-2	aquaporin NIP7 gene 2	glyma.Wm82.gnm2.ann1.Glyma.10G033600
NIR, NIR1-1	nitrate reductase gene	glyma.Wm82.gnm2.ann1.Glyma.02G132100
NMHC5	MADS-box transcription factor NMHC5 gene	glyma.Wm82.gnm2.ann1.Glyma.13G255200
NOD33	putative nod33 gene	glyma.Wm82.gnm2.ann1.Glyma.10G248900
NPR1-2, BTB047	nonexpressor of PR1 gene	glyma.Wm82.gnm2.ann1.Glyma.09G020800
NPR1.09, ANK101	Non-induced pathogenesis-related gene	glyma.Wm82.gnm2.ann1.Glyma.09G064700
NR	Nitrate reductase gene	glyma.Wm82.gnm2.ann1.Glyma.14G165000
NR1-2	nitrate reductase 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.13G084000
NRAMP1A	divalent metal ion transporter NRAMP1 gene A	glyma.Wm82.gnm2.ann1.Glyma.01G190700
NRAMP1B	metal transporter Nramp1 gene B	glyma.Wm82.gnm2.ann1.Glyma.11G051500
NRAMP2A	metal transporter Nramp2 gene A	glyma.Wm82.gnm2.ann1.Glyma.05G101700
NRAMP3A	metal transporter Nramp3 gene A	glyma.Wm82.gnm2.ann1.Glyma.04G044000
NRAMP3B	metal transporter Nramp3 gene B	glyma.Wm82.gnm2.ann1.Glyma.06G044200
NRAMP4A	metal transporter Nramp4 gene A	glyma.Wm82.gnm2.ann1.Glyma.07G058900
NRAMP4B	metal transporter Nramp4 gene B	glyma.Wm82.gnm2.ann1.Glyma.16G027800
NRAMP5A	metal transporter Nramp5 gene A	glyma.Wm82.gnm2.ann1.Glyma.07G023600
NRAMP5B	metal transporter Nramp5 gene B	glyma.Wm82.gnm2.ann1.Glyma.08G218200
NRAMP6A	metal transporter Nramp6 gene A	glyma.Wm82.gnm2.ann1.Glyma.13G369900
NRAMP6B	metal transporter Nramp6 gene B	glyma.Wm82.gnm2.ann1.Glyma.15G003500
NRAMP7	metal transporter Nramp7 gene	glyma.Wm82.gnm2.ann1.Glyma.06G115800
NRP-A	N-rich protein gene	glyma.Wm82.gnm2.ann1.Glyma.20G066100
NRPB1-1	DNA-directed RNA polymerase II subunit 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G162200
NRPB1-2	DNA-directed RNA polymerase II subunit 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G081200
NRT1-2	nitrate transporter NRT1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.17G096400
NRT1-3	putative nitrate transporter NRT1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.10G183900
NRT2	NRT2 protein gene	glyma.Wm82.gnm2.ann1.Glyma.13G323800
NSP1	nodulation-signaling pathway 1 protein gene	glyma.Wm82.gnm2.ann1.Glyma.07G039400
NSP2	nodulation-signaling pathway 2 protein gene	glyma.Wm82.gnm2.ann1.Glyma.04G251900
NTF2B-1	nucleus transporter2B gene 1	glyma.Wm82.gnm2.ann1.Glyma.08G105100
NTF2B-2	nucleus transporter 2B gene 2	glyma.Wm82.gnm2.ann1.Glyma.05G148200
NTF2B-3	nucleus transporter 2B gene 3	glyma.Wm82.gnm2.ann1.Glyma.11G251700
NTF2B-4	nucleus transporter 2B gene 4	glyma.Wm82.gnm2.ann1.Glyma.18G005300
NTF2B-5, NTF2B-6	nucleus transporter 2B gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G156200
NYC1_1	protein NON-YELLOW COLORING 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G085700
NYC1_2	protein NON-YELLOW COLORING 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.09G191200
O-MT, COMT47	O-methyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.07G048900
OAS-TL1	O-acetylserine(thiol)-lyase gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G244800
OAS-TL2	O-acetylserine(thiol)-lyase gene 2	glyma.Wm82.gnm2.ann1.Glyma.20G148100
OAS-TL3	O-acetylserine(thiol)-lyase gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G234600
OAS-TL4	O-acetylserine(thiol)-lyase gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G206800
OAS-TL6	O-acetylserine(thiol)-lyase gene 6	glyma.Wm82.gnm2.ann1.Glyma.10G159700
OAS-TL7	O-acetylserine(thiol)-lyase gene 7	glyma.Wm82.gnm2.ann1.Glyma.20G228900
ODC2	ornithine decarboxylase gene	glyma.Wm82.gnm2.ann1.Glyma.06G020300
OLEO1	oleosin 1 gene	glyma.Wm82.gnm2.ann1.Glyma.20G196600
OLPa	osmotin-like protein, acidic gene A	glyma.Wm82.gnm2.ann1.Glyma.11G025600
OLPb	osmotin-like protein, acidic gene B	glyma.Wm82.gnm2.ann1.Glyma.01G217700
OSBP	oxysterol-binding protein gene	glyma.Wm82.gnm2.ann1.Glyma.06G109500
OXR17	Oxidoreductase 17 gene	glyma.Wm82.gnm2.ann1.Glyma.17G021200
P1	Glabrous gene	glyma.Wm82.gnm2.ann1.Glyma.09G278000
P2	Pubesccnce Shape Gene	glyma.Wm82.gnm2.ann1.Glyma.20G019300
P34	P34 probable thiol protease gene	glyma.Wm82.gnm2.ann1.Glyma.08G116300
P42-1	conversion of hydroxypyruvate to glycerate gene	glyma.Wm82.gnm2.ann1.Glyma.20G107800
P5CR	pyrroline-5-carboxylate reductase gene	glyma.Wm82.gnm2.ann1.Glyma.19G131500
P5CS	delta-pyrroline-5-carboxylate synthetase gene	glyma.Wm82.gnm2.ann1.Glyma.18G034300
P5CS1, ALDH18B1	DELTA1-PYRROLINE-5-CARBOXYLATE SYNTHASE 1 gene	glyma.Wm82.gnm2.ann1.Glyma.01G099800
P89	P24 oleosin isoform A gene	glyma.Wm82.gnm2.ann1.Glyma.19G063400
P91	P24 oleosin isoform B gene	glyma.Wm82.gnm2.ann1.Glyma.16G071800
PAA1	proteasome subunit alpha type-6 gene	glyma.Wm82.gnm2.ann1.Glyma.06G254200
